step,step2,num,connect_x,connect_y,area_x,area_y,speed,time1,time2
24,1,1000,12,12,1000,1000,0.0,0,0
24,1,1000,12,12,1000,1000,0.0,0,0
24,1,1000,12,12,1000,1000,0.0,0,0
24,1,1000,12,12,1000,1000,0.0,0,0
24,1,1000,12,12,1000,1000,0.0,0,0
72,3,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
24,1,1000,12,12,1000,1000,0.0,0,0
24,1,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
72,3,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
24,1,1000,12,12,1000,1000,0.0,0,0
72,3,1000,12,12,1000,1000,0.0,0,0
24,1,1000,12,12,1000,1000,0.0,0,0
24,1,1000,12,12,1000,1000,0.0,0,0
24,1,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
24,1,1000,12,12,1000,1000,0.0,0,0
24,1,1000,12,12,1000,1000,0.0,0,0
72,3,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
24,1,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
72,3,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
88,4,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
24,1,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
72,3,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
94,4,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
72,3,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
72,3,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
72,3,1000,12,12,1000,1000,0.0,0,0
96,4,1000,12,12,1000,1000,0.0,0,0
72,3,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
48,2,1000,12,12,1000,1000,0.0,0,0
66,3,1000,12,12,1000,1000,0.0,0,0
72,3,1000,12,12,1000,1000,0.0,0,0
72,3,1000,12,12,1000,1000,0.0,0,0
96,4,1000,12,12,1000,1000,0.0,0,0
72,3,1000,12,12,1000,1000,0.0,0,0
96,4,1000,12,12,1000,1000,0.0,0,0
120,5,1000,12,12,1000,1000,0.0,0,0
72,3,1000,12,12,1000,1000,0.0,0,0
96,4,1000,12,12,1000,1000,0.0,0,0
96,4,1000,12,12,1000,1000,0.0,0,0
96,4,1000,12,12,1000,1000,0.0,0,0
120,5,1000,12,12,1000,1000,0.0,0,0
88,4,1000,12,12,1000,1000,0.0,0,0
96,4,1000,12,12,1000,1000,0.0,0,0
120,5,1000,12,12,1000,1000,0.0,0,0
110,5,1000,12,12,1000,1000,0.0,0,0
96,4,1000,12,12,1000,1000,0.0,0,0
96,4,1000,12,12,1000,1000,0.0,0,0
96,4,1000,12,12,1000,1000,0.0,0,0
96,4,1000,12,12,1000,1000,0.0,0,0
144,6,1000,12,12,1000,1000,0.0,0,0
96,4,1000,12,12,1000,1000,0.0,0,0
144,6,1000,12,12,1000,1000,0.0,0,0
144,6,1000,12,12,1000,1000,0.0,0,0
120,5,1000,12,12,1000,1000,0.0,0,0
144,6,1000,12,12,1000,1000,0.0,0,0
192,8,1000,12,12,1000,1000,0.0,0,0
216,9,1000,12,12,1000,1000,0.0,0,0
