step,step2,num,connect_x,connect_y,area_x,area_y,speed,time1,time2
24,3,1000,4,4,1000,1000,0.0,0,0
18,3,1000,4,4,1000,1000,0.0,0,0
16,2,1000,4,4,1000,1000,0.0,0,0
54,7,1000,4,4,1000,1000,0.0,0,0
16,2,1000,4,4,1000,1000,0.0,0,0
38,5,1000,4,4,1000,1000,0.0,0,0
30,4,1000,4,4,1000,1000,0.0,0,0
32,4,1000,4,4,1000,1000,0.0,0,0
24,3,1000,4,4,1000,1000,0.0,0,0
40,6,1000,4,4,1000,1000,0.0,0,0
20,3,1000,4,4,1000,1000,0.0,0,0
48,6,1000,4,4,1000,1000,0.0,0,0
54,7,1000,4,4,1000,1000,0.0,0,0
52,7,1000,4,4,1000,1000,0.0,0,0
40,5,1000,4,4,1000,1000,0.0,0,0
24,3,1000,4,4,1000,1000,0.0,0,0
40,5,1000,4,4,1000,1000,0.0,0,0
54,7,1000,4,4,1000,1000,0.0,0,0
40,6,1000,4,4,1000,1000,0.0,0,0
50,8,1000,4,4,1000,1000,0.0,0,0
68,10,1000,4,4,1000,1000,0.0,0,0
24,3,1000,4,4,1000,1000,0.0,0,0
74,11,1000,4,4,1000,1000,0.0,0,0
72,10,1000,4,4,1000,1000,0.0,0,0
80,13,1000,4,4,1000,1000,0.0,0,0
66,9,1000,4,4,1000,1000,0.0,0,0
64,10,1000,4,4,1000,1000,0.0,0,0
56,10,1000,4,4,1000,1000,0.0,0,0
38,8,1000,4,4,1000,1000,0.0,0,0
60,9,1000,4,4,1000,1000,0.0,0,0
82,14,1000,4,4,1000,1000,0.0,0,0
64,9,1000,4,4,1000,1000,0.0,0,0
46,8,1000,4,4,1000,1000,0.0,0,0
78,10,1000,4,4,1000,1000,0.0,0,0
42,6,1000,4,4,1000,1000,0.0,0,0
64,10,1000,4,4,1000,1000,0.0,0,0
90,14,1000,4,4,1000,1000,0.0,0,0
94,15,1000,4,4,1000,1000,0.0,0,0
86,15,1000,4,4,1000,1000,0.0,0,0
102,17,1000,4,4,1000,1000,0.0,0,0
62,18,1000,4,4,1000,1000,0.0,0,0
84,13,1000,4,4,1000,1000,0.0,0,0
146,19,1000,4,4,1000,1000,0.0,0,0
94,13,1000,4,4,1000,1000,0.0,0,0
114,17,1000,4,4,1000,1000,0.0,0,0
110,16,1000,4,4,1000,1000,0.0,0,0
92,14,1000,4,4,1000,1000,0.0,0,0
126,20,1000,4,4,1000,1000,0.0,0,0
126,19,1000,4,4,1000,1000,0.0,0,0
114,17,1000,4,4,1000,1000,0.0,0,0
124,19,1000,4,4,1000,1000,0.0,0,0
130,18,1000,4,4,1000,1000,0.0,0,0
128,22,1000,4,4,1000,1000,0.0,0,0
182,27,1000,4,4,1000,1000,0.0,0,0
96,23,1000,4,4,1000,1000,0.0,0,0
162,23,1000,4,4,1000,1000,0.0,0,0
148,21,1000,4,4,1000,1000,0.0,0,0
166,24,1000,4,4,1000,1000,0.0,0,0
148,26,1000,4,4,1000,1000,0.0,0,0
192,26,1000,4,4,1000,1000,0.0,0,0
214,33,1000,4,4,1000,1000,0.0,0,0
500,63,1000,4,4,1000,1000,0.0,0,0
500,64,1000,4,4,1000,1000,0.0,0,0
500,62,1000,4,4,1000,1000,0.0,0,0
500,62,1000,4,4,1000,1000,0.0,0,0
500,65,1000,4,4,1000,1000,0.0,0,0
500,64,1000,4,4,1000,1000,0.0,0,0
500,70,1000,4,4,1000,1000,0.0,0,0
500,70,1000,4,4,1000,1000,0.0,0,0
500,74,1000,4,4,1000,1000,0.0,0,0
500,79,1000,4,4,1000,1000,0.0,0,0
500,79,1000,4,4,1000,1000,0.0,0,0
500,83,1000,4,4,1000,1000,0.0,0,0
500,89,1000,4,4,1000,1000,0.0,0,0
500,90,1000,4,4,1000,1000,0.0,0,0
500,99,1000,4,4,1000,1000,0.0,0,0
500,98,1000,4,4,1000,1000,0.0,0,0
500,97,1000,4,4,1000,1000,0.0,0,0
500,108,1000,4,4,1000,1000,0.0,0,0
500,105,1000,4,4,1000,1000,0.0,0,0
500,106,1000,4,4,1000,1000,0.0,0,0
500,107,1000,4,4,1000,1000,0.0,0,0
500,112,1000,4,4,1000,1000,0.0,0,0
500,117,1000,4,4,1000,1000,0.0,0,0
500,121,1000,4,4,1000,1000,0.0,0,0
500,119,1000,4,4,1000,1000,0.0,0,0
500,120,1000,4,4,1000,1000,0.0,0,0
500,130,1000,4,4,1000,1000,0.0,0,0
500,146,1000,4,4,1000,1000,0.0,0,0
500,149,1000,4,4,1000,1000,0.0,0,0
500,145,1000,4,4,1000,1000,0.0,0,0
500,159,1000,4,4,1000,1000,0.0,0,0
500,154,1000,4,4,1000,1000,0.0,0,0
500,152,1000,4,4,1000,1000,0.0,0,0
500,178,1000,4,4,1000,1000,0.0,0,0
500,243,1000,4,4,1000,1000,0.0,0,0
500,485,1000,4,4,1000,1000,0.0,0,0
500,485,1000,4,4,1000,1000,0.0,0,0
500,485,1000,4,4,1000,1000,0.0,0,0
500,485,1000,4,4,1000,1000,0.0,0,0
