step,step2,num,connect_x,connect_y,area_x,area_y,speed,time1,time2
18,1,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
18,1,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
18,1,1000,9,9,1000,1000,0.0,0,0
18,1,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
18,1,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
18,1,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
18,1,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
18,1,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
50,3,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
66,4,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
62,4,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
36,2,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
78,5,1000,9,9,1000,1000,0.0,0,0
120,7,1000,9,9,1000,1000,0.0,0,0
86,5,1000,9,9,1000,1000,0.0,0,0
124,7,1000,9,9,1000,1000,0.0,0,0
108,6,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
68,5,1000,9,9,1000,1000,0.0,0,0
100,6,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
70,4,1000,9,9,1000,1000,0.0,0,0
126,7,1000,9,9,1000,1000,0.0,0,0
54,3,1000,9,9,1000,1000,0.0,0,0
108,6,1000,9,9,1000,1000,0.0,0,0
68,5,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
86,5,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
108,6,1000,9,9,1000,1000,0.0,0,0
108,6,1000,9,9,1000,1000,0.0,0,0
106,6,1000,9,9,1000,1000,0.0,0,0
108,6,1000,9,9,1000,1000,0.0,0,0
104,6,1000,9,9,1000,1000,0.0,0,0
120,7,1000,9,9,1000,1000,0.0,0,0
108,6,1000,9,9,1000,1000,0.0,0,0
98,6,1000,9,9,1000,1000,0.0,0,0
122,7,1000,9,9,1000,1000,0.0,0,0
138,8,1000,9,9,1000,1000,0.0,0,0
126,7,1000,9,9,1000,1000,0.0,0,0
72,4,1000,9,9,1000,1000,0.0,0,0
138,8,1000,9,9,1000,1000,0.0,0,0
144,8,1000,9,9,1000,1000,0.0,0,0
128,8,1000,9,9,1000,1000,0.0,0,0
112,7,1000,9,9,1000,1000,0.0,0,0
180,10,1000,9,9,1000,1000,0.0,0,0
