step,step2,num,connect_x,connect_y,area_x,area_y,speed,time1,time2
32,1,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
32,1,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
64,2,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
128,4,1000,16,16,1000,1000,0.0,0,0
96,3,1000,16,16,1000,1000,0.0,0,0
128,4,1000,16,16,1000,1000,0.0,0,0
128,4,1000,16,16,1000,1000,0.0,0,0
160,5,1000,16,16,1000,1000,0.0,0,0
128,4,1000,16,16,1000,1000,0.0,0,0
160,5,1000,16,16,1000,1000,0.0,0,0
192,6,1000,16,16,1000,1000,0.0,0,0
