step,step2,score_mean,num,connect_x,connect_y,area_x,area_y,speed,time1,time2
5644,1000,0.7112499999999998,1000,6,6,1000,1000,4.444444444444445,0,0
5906,1000,0.7161666666666674,1000,6,6,1000,1000,6.666666666666666,0,0
5612,1000,0.6948333333333336,1000,6,6,1000,1000,4.705882352941177,0,0
6398,1000,0.7023333333333328,1000,6,6,1000,1000,7.272727272727273,0,0
5890,1000,0.6929166666666672,1000,6,6,1000,1000,6.153846153846154,0,0
6034,1000,0.704166666666667,1000,6,6,1000,1000,5.333333333333333,0,0
5506,1000,0.7141666666666666,1000,6,6,1000,1000,4.2105263157894735,0,0
5986,1000,0.6939166666666665,1000,6,6,1000,1000,5.0,0,0
5748,1000,0.7140000000000002,1000,6,6,1000,1000,5.7142857142857135,0,0
5830,1000,0.690666666666666,1000,6,6,1000,1000,8.0,0,0
6500,1000,0.6873333333333332,1000,6,6,1000,1000,10.0,0,0
6616,1000,0.6925833333333334,1000,6,6,1000,1000,8.88888888888889,0,0
6940,1000,0.6674999999999993,1000,6,6,1000,1000,11.428571428571427,0,0
7428,1000,0.6488333333333329,1000,6,6,1000,1000,13.333333333333332,0,0
8460,1000,0.6142499999999999,1000,6,6,1000,1000,16.0,0,0
9046,1000,0.6020833333333336,1000,6,6,1000,1000,20.0,0,0
9614,1000,0.5854999999999992,1000,6,6,1000,1000,26.666666666666664,0,0
11384,1000,0.41691666666666644,1000,6,6,1000,1000,40.0,0,0
11732,1000,0.3837499999999997,1000,6,6,1000,1000,80.0,0,0
11976,1000,0.052666666666666785,1000,6,6,1000,1000,400.0,0,0
