step,step2,score_mean,num,connect_x,connect_y,area_x,area_y,speed,time1,time2
8736,1000,0.7622083333333334,1000,12,12,1000,1000,5.333333333333333,0,0
8542,1000,0.7624999999999995,1000,12,12,1000,1000,5.7142857142857135,0,0
9704,1000,0.7616666666666676,1000,12,12,1000,1000,6.666666666666666,0,0
10726,1000,0.7594166666666673,1000,12,12,1000,1000,6.153846153846154,0,0
8040,1000,0.772333333333333,1000,12,12,1000,1000,4.705882352941177,0,0
8546,1000,0.771791666666666,1000,12,12,1000,1000,4.444444444444445,0,0
8520,1000,0.769166666666667,1000,12,12,1000,1000,5.0,0,0
9892,1000,0.7425833333333332,1000,12,12,1000,1000,8.0,0,0
9262,1000,0.7620833333333334,1000,12,12,1000,1000,4.2105263157894735,0,0
10820,1000,0.7457916666666665,1000,12,12,1000,1000,8.88888888888889,0,0
9760,1000,0.759916666666667,1000,12,12,1000,1000,7.272727272727273,0,0
11014,1000,0.7379166666666669,1000,12,12,1000,1000,10.0,0,0
14868,1000,0.7021249999999997,1000,12,12,1000,1000,11.428571428571427,0,0
19002,1000,0.6531250000000002,1000,12,12,1000,1000,16.0,0,0
15532,1000,0.6830000000000004,1000,12,12,1000,1000,13.333333333333332,0,0
19024,1000,0.6534583333333334,1000,12,12,1000,1000,20.0,0,0
21964,1000,0.6267499999999995,1000,12,12,1000,1000,26.666666666666664,0,0
23004,1000,0.5748749999999996,1000,12,12,1000,1000,40.0,0,0
23892,1000,0.4995416666666665,1000,12,12,1000,1000,80.0,0,0
24004,1000,0.03358333333333339,1000,12,12,1000,1000,400.0,0,0
