step,step2,score_mean,num,connect_x,connect_y,area_x,area_y,speed,time1,time2
7624,1000,0.7553499999999987,1000,10,10,1000,1000,5.333333333333333,0,0
9598,1000,0.7315499999999995,1000,10,10,1000,1000,8.0,0,0
7946,1000,0.7598499999999996,1000,10,10,1000,1000,5.0,0,0
8568,1000,0.752400000000001,1000,10,10,1000,1000,6.153846153846154,0,0
8066,1000,0.7451499999999998,1000,10,10,1000,1000,4.444444444444445,0,0
11384,1000,0.712950000000001,1000,10,10,1000,1000,8.88888888888889,0,0
7716,1000,0.749950000000001,1000,10,10,1000,1000,4.705882352941177,0,0
9064,1000,0.7335999999999998,1000,10,10,1000,1000,7.272727272727273,0,0
10214,1000,0.7201999999999994,1000,10,10,1000,1000,11.428571428571427,0,0
10548,1000,0.7153999999999999,1000,10,10,1000,1000,10.0,0,0
7524,1000,0.7510999999999994,1000,10,10,1000,1000,4.2105263157894735,0,0
8696,1000,0.7414000000000017,1000,10,10,1000,1000,6.666666666666666,0,0
8148,1000,0.7520999999999993,1000,10,10,1000,1000,5.7142857142857135,0,0
14706,1000,0.666,1000,10,10,1000,1000,16.0,0,0
13504,1000,0.6806500000000008,1000,10,10,1000,1000,13.333333333333332,0,0
13330,1000,0.6709999999999988,1000,10,10,1000,1000,20.0,0,0
18064,1000,0.5962000000000012,1000,10,10,1000,1000,26.666666666666664,0,0
19140,1000,0.5661,1000,10,10,1000,1000,40.0,0,0
19804,1000,0.4918999999999993,1000,10,10,1000,1000,80.0,0,0
19992,1000,0.05819999999999983,1000,10,10,1000,1000,400.0,0,0
