step,step2,score_mean,num,connect_x,connect_y,area_x,area_y,speed,time1,time2
11010,1000,0.7867222222222213,1000,18,18,1000,1000,5.0,0,0
11646,1000,0.7896111111111112,1000,18,18,1000,1000,4.444444444444445,0,0
10176,1000,0.795944444444445,1000,18,18,1000,1000,4.2105263157894735,0,0
11094,1000,0.7942222222222225,1000,18,18,1000,1000,5.7142857142857135,0,0
11304,1000,0.7813055555555551,1000,18,18,1000,1000,4.705882352941177,0,0
10528,1000,0.8025555555555552,1000,18,18,1000,1000,5.333333333333333,0,0
12444,1000,0.7811944444444444,1000,18,18,1000,1000,6.153846153846154,0,0
20018,1000,0.7187777777777781,1000,18,18,1000,1000,11.428571428571427,0,0
21772,1000,0.7136944444444439,1000,18,18,1000,1000,10.0,0,0
13210,1000,0.7591666666666655,1000,18,18,1000,1000,6.666666666666666,0,0
20458,1000,0.7340277777777778,1000,18,18,1000,1000,8.0,0,0
23480,1000,0.6971111111111095,1000,18,18,1000,1000,13.333333333333332,0,0
13172,1000,0.7755000000000014,1000,18,18,1000,1000,7.272727272727273,0,0
15048,1000,0.7535277777777789,1000,18,18,1000,1000,8.88888888888889,0,0
26920,1000,0.6716388888888877,1000,18,18,1000,1000,16.0,0,0
32070,1000,0.6434444444444442,1000,18,18,1000,1000,20.0,0,0
33918,1000,0.6243611111111108,1000,18,18,1000,1000,26.666666666666664,0,0
34920,1000,0.6090555555555559,1000,18,18,1000,1000,40.0,0,0
35902,1000,0.5111388888888886,1000,18,18,1000,1000,80.0,0,0
36004,1000,0.0385000000000004,1000,18,18,1000,1000,400.0,0,0
