step,step2,score_mean,num,connect_x,connect_y,area_x,area_y,speed,time1,time2
10448,1000,0.7916470588235306,1000,17,17,1000,1000,4.705882352941177,0,0
10642,1000,0.784852941176471,1000,17,17,1000,1000,6.153846153846154,0,0
11904,1000,0.7780294117647062,1000,17,17,1000,1000,6.666666666666666,0,0
10224,1000,0.7987941176470598,1000,17,17,1000,1000,4.2105263157894735,0,0
12148,1000,0.7720588235294125,1000,17,17,1000,1000,5.7142857142857135,0,0
10918,1000,0.7805588235294134,1000,17,17,1000,1000,5.0,0,0
15202,1000,0.7616470588235306,1000,17,17,1000,1000,7.272727272727273,0,0
17052,1000,0.7267941176470587,1000,17,17,1000,1000,10.0,0,0
10766,1000,0.7940294117647071,1000,17,17,1000,1000,4.444444444444445,0,0
9860,1000,0.7888529411764714,1000,17,17,1000,1000,5.333333333333333,0,0
18748,1000,0.7362058823529402,1000,17,17,1000,1000,8.88888888888889,0,0
13538,1000,0.7629117647058832,1000,17,17,1000,1000,8.0,0,0
22410,1000,0.7109999999999989,1000,17,17,1000,1000,11.428571428571427,0,0
23104,1000,0.6887352941176462,1000,17,17,1000,1000,13.333333333333332,0,0
26082,1000,0.6682352941176453,1000,17,17,1000,1000,16.0,0,0
32288,1000,0.6221470588235265,1000,17,17,1000,1000,26.666666666666664,0,0
28304,1000,0.6492647058823516,1000,17,17,1000,1000,20.0,0,0
33272,1000,0.5869117647058802,1000,17,17,1000,1000,40.0,0,0
33868,1000,0.5544999999999983,1000,17,17,1000,1000,80.0,0,0
34004,1000,0.08591176470588331,1000,17,17,1000,1000,400.0,0,0
