step,step2,score_mean,num,connect_x,connect_y,area_x,area_y,speed,time1,time2
4380,1000,0.605,1000,4,4,1000,1000,5.0,0,0
4784,1000,0.588125,1000,4,4,1000,1000,6.153846153846154,0,0
5116,1000,0.538875,1000,4,4,1000,1000,13.333333333333332,0,0
5224,1000,0.51075,1000,4,4,1000,1000,11.428571428571427,0,0
4692,1000,0.605125,1000,4,4,1000,1000,5.333333333333333,0,0
4558,1000,0.635,1000,4,4,1000,1000,4.705882352941177,0,0
4764,1000,0.591875,1000,4,4,1000,1000,7.272727272727273,0,0
4786,1000,0.575125,1000,4,4,1000,1000,6.666666666666666,0,0
4534,1000,0.362375,1000,4,4,1000,1000,5.7142857142857135,0,0
5186,1000,0.573875,1000,4,4,1000,1000,10.0,0,0
4724,1000,0.605625,1000,4,4,1000,1000,4.444444444444445,0,0
4454,1000,0.600375,1000,4,4,1000,1000,4.2105263157894735,0,0
5988,1000,0.461375,1000,4,4,1000,1000,20.0,0,0
4712,1000,0.5985,1000,4,4,1000,1000,8.0,0,0
4898,1000,0.60275,1000,4,4,1000,1000,8.88888888888889,0,0
6882,1000,0.275,1000,4,4,1000,1000,40.0,0,0
5600,1000,0.507,1000,4,4,1000,1000,16.0,0,0
6168,1000,0.430375,1000,4,4,1000,1000,26.666666666666664,0,0
7280,1000,0.245125,1000,4,4,1000,1000,80.0,0,0
7668,1000,0.01075,1000,4,4,1000,1000,400.0,0,0
