step,step2,score_mean,num,connect_x,connect_y,area_x,area_y,speed,time1,time2
3642,1000,0.03516666666666667,1000,3,3,1000,1000,7.272727272727273,0,0
3860,1000,0.10666666666666717,1000,3,3,1000,1000,5.333333333333333,0,0
3792,1000,0.026333333333333372,1000,3,3,1000,1000,16.0,0,0
3956,1000,0.20133333333333284,1000,3,3,1000,1000,5.0,0,0
3702,1000,0.11416666666666749,1000,3,3,1000,1000,4.705882352941177,0,0
4050,1000,0.17299999999999988,1000,3,3,1000,1000,11.428571428571427,0,0
3938,1000,0.06749999999999966,1000,3,3,1000,1000,4.2105263157894735,0,0
4042,1000,0.0731666666666665,1000,3,3,1000,1000,10.0,0,0
3960,1000,0.13416666666666666,1000,3,3,1000,1000,6.666666666666666,0,0
3908,1000,0.05683333333333314,1000,3,3,1000,1000,5.7142857142857135,0,0
4110,1000,0.24316666666666667,1000,3,3,1000,1000,8.88888888888889,0,0
3544,1000,0.04749999999999991,1000,3,3,1000,1000,6.153846153846154,0,0
4200,1000,0.05333333333333324,1000,3,3,1000,1000,26.666666666666664,0,0
4608,1000,0.08516666666666681,1000,3,3,1000,1000,80.0,0,0
4036,1000,0.07466666666666667,1000,3,3,1000,1000,13.333333333333332,0,0
3826,1000,0.06483333333333302,1000,3,3,1000,1000,8.0,0,0
3692,1000,0.0385,1000,3,3,1000,1000,4.444444444444445,0,0
4388,1000,0.09200000000000026,1000,3,3,1000,1000,40.0,0,0
3730,1000,0.016833333333333315,1000,3,3,1000,1000,20.0,0,0
4986,1000,0.0073333333333333375,1000,3,3,1000,1000,400.0,0,0
